"","sector","district","ds","psu","ssu","hhuno","no_of_h_h","finalweight","sno1","Fzy_Housing_struc","Fzy_wall","Fzy_floor","Fzy_roof","Fzy_room","floorAre2","Fzy_Fl_area","Fzy_ownership","Fzy_elec","Fzy_safedw","Fzy_cookF","Fzy_toiTp","Fzy_housing_satis","Fzy_Housing_adq","Fzy_radio","Fzy_tv","Fzy_washmach","Fzy_refrig","Fzy_cooker","Fzy_fan","Fzy_tel_land","Fzy_mobile","Fzy_comp_des","Fzy_laptop","Fzy_mo_cycle","Fzy_threw","Fzy_bus","Fzy_clodq","Fzy_closaty","Fzy_buyclot"
"1","Urban","Badulla",21,35,1,1,1,353.7029458,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0.5
"2","Urban","Badulla",21,35,2,1,1,353.7029458,1,0,"Permanent","Permanent","Permanent",0,3,0.33333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.5
"3","Urban","Badulla",21,35,3,1,1,353.7029458,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0.75,0,0,1,0,0.25,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0.75
"4","Urban","Badulla",21,35,4,1,1,353.7029458,2,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0.75
"5","Urban","Badulla",21,35,5,1,1,353.7029458,1,0,"Permanent","Permanent","Permanent",0.80000001,2,0.66666669,0.75,0,0,1,0,0.25,0.66666669,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0.75
"6","Urban","Badulla",21,35,6,1,1,353.7029458,2,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0.25,0.33333334,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0.75
"7","Urban","Badulla",21,35,7,1,1,353.7029458,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.75
"8","Urban","Badulla",21,35,8,1,1,353.7029458,1,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0.75
"9","Urban","Badulla",21,35,9,1,1,353.7029458,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0.25,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0.75
"10","Urban","Badulla",21,35,10,1,1,353.7029458,2,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0.75
"11","Urban","Badulla",21,36,1,1,1,337.0416947,2,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0.75
"12","Urban","Badulla",21,36,2,1,1,337.0416947,2,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.75
"13","Urban","Badulla",21,36,3,1,1,337.0416947,3,0,"Permanent","Permanent","Permanent",0,3,0.33333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.75
"14","Urban","Badulla",21,36,4,1,1,337.0416947,1,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.75
"15","Urban","Badulla",21,36,5,1,1,337.0416947,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.75
"16","Urban","Badulla",21,36,6,1,1,337.0416947,2,0,"Permanent","Permanent","Permanent",0.80000001,1,1,0.75,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0.5,0.75
"17","Urban","Badulla",21,36,7,1,1,337.0416947,2,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0.75
"18","Urban","Badulla",21,36,8,1,1,337.0416947,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0.75
"19","Urban","Badulla",21,36,9,1,1,337.0416947,1,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.75
"20","Urban","Badulla",21,36,10,1,1,337.0416947,1,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.75
"21","Urban","Badulla",21,39,1,1,1,377.9327827,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0.75
"22","Urban","Badulla",21,39,2,1,1,377.9327827,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.75
"23","Urban","Badulla",21,39,3,1,1,377.9327827,2,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0.25,0.75
"24","Urban","Badulla",21,39,4,1,1,377.9327827,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0.75
"25","Urban","Badulla",21,39,5,1,1,377.9327827,3,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.75
"26","Urban","Badulla",21,39,6,1,1,377.9327827,2,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0.75
"27","Urban","Badulla",21,39,7,1,1,377.9327827,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0.75
"28","Urban","Badulla",21,39,8,1,1,377.9327827,1,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0.75
"29","Urban","Badulla",21,39,9,1,1,377.9327827,1,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0,0.33333334,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1
"30","Urban","Badulla",21,39,10,1,1,377.9327827,2,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0.25,0,0,1,0,0.5,0.33333334,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0.75
"31","Urban","Badulla",33,62,1,1,1,340.9107958,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5
"32","Urban","Badulla",33,62,2,1,1,340.9107958,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.25,0.75
"33","Urban","Badulla",33,62,3,1,1,340.9107958,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0.25,0.75
"34","Urban","Badulla",33,62,4,1,1,340.9107958,2,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.75
"35","Urban","Badulla",33,62,5,1,1,340.9107958,5,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,0,0,0.5,0.33333334,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.25,0.5
"36","Urban","Badulla",33,62,6,1,1,340.9107958,1,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0.25,0.75
"37","Urban","Badulla",33,62,7,1,1,340.9107958,1,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.5
"38","Urban","Badulla",33,62,8,1,1,340.9107958,3,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.25,0.75
"39","Urban","Badulla",33,62,9,1,1,340.9107958,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.75
"40","Urban","Badulla",33,62,10,1,1,340.9107958,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,0,0,0.5,0.33333334,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0.75,0.75
"41","Urban","Badulla",36,73,1,1,1,311.508233,1,0,"Permanent","Permanent","Permanent",0.80000001,1,1,0.75,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0.75
"42","Urban","Badulla",36,73,2,1,1,311.508233,1,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.75
"43","Urban","Badulla",36,73,3,1,1,311.508233,2,0,"Permanent","Permanent","Permanent",0.40000001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.25
"44","Urban","Badulla",36,73,4,1,11,311.508233,1,0,"Permanent","Semi permanent","Permanent",0.80000001,1,1,0,0,0,0,0,0.25,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0.75
"45","Urban","Badulla",36,73,5,1,2,311.508233,1,0,"Permanent","Permanent","Permanent",0.80000001,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0.75
"46","Urban","Badulla",36,73,5,2,2,311.508233,1,0,"Permanent","Permanent","Permanent",0.2,2,0.66666669,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0.75
"47","Urban","Badulla",36,73,6,1,1,311.508233,1,0,"Permanent","Permanent","Permanent",0.2,2,0.66666669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0.75
"48","Urban","Badulla",36,73,7,1,1,311.508233,2,0,"Permanent","Permanent","Permanent",0,2,0.66666669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.75
"49","Urban","Badulla",36,73,8,1,1,311.508233,1,0,"Semi permanent","Permanent","Permanent",0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.25,1
"50","Urban","Badulla",36,73,9,1,1,311.508233,1,0,"Permanent","Permanent","Permanent",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0.25,0.75
"51","Urban","Badulla",36,73,10,1,1,311.508233,2,0,"Permanent","Permanent","Permanent",0.40000001,1,1,0,0,0,1,0,0.25,0.33333334,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0.25,0.75
"52","Rural","Badulla",3,1,1,1,1,276.0244025,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"53","Rural","Badulla",3,1,2,1,1,276.0244025,2,0,"Permanent","Permanent","Permanent",0.2,3,0.33333334,0,0,0,1,0,0.25,0.33333334,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.25,0.75
"54","Rural","Badulla",3,1,3,1,1,276.0244025,1,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,1,0,1,0,0.5,0.33333334,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0.5,1
"55","Rural","Badulla",3,1,4,1,1,276.0244025,2,0,"Permanent","Permanent","Permanent",0.40000001,1,1,0,0,0,1,0,0.5,0.33333334,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0.25,0.75
"56","Rural","Badulla",3,1,5,1,1,276.0244025,2,0,"Permanent","Permanent","Permanent",0.60000002,1,1,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"57","Rural","Badulla",3,1,6,1,1,276.0244025,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.25,0.33333334,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0.5,0.75
"58","Rural","Badulla",3,1,7,1,1,276.0244025,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.5,0.33333334,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0.5,0.75
"59","Rural","Badulla",3,1,8,1,1,276.0244025,3,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0.5,0.33333334,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0.25,0.75
"60","Rural","Badulla",3,1,9,1,1,276.0244025,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"61","Rural","Badulla",3,1,10,1,1,276.0244025,1,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,1,0,0.5,0.33333334,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0.75
"62","Rural","Badulla",3,2,1,1,1,280.1093303,1,0,"Permanent","Permanent","Permanent",0.60000002,4,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"63","Rural","Badulla",3,2,2,1,1,280.1093303,2,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,1,0,1,0,0.75,0.33333334,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"64","Rural","Badulla",3,2,3,1,1,280.1093303,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0.25,0.75
"65","Rural","Badulla",3,2,4,1,1,280.1093303,1,0,"Permanent","Permanent","Permanent",0.60000002,4,0,0,0,1,1,0,0.5,0.66666669,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.25,0.75
"66","Rural","Badulla",3,2,5,1,1,280.1093303,1,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,1,0,0.25,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0.5,0.75
"67","Rural","Badulla",3,2,6,1,1,280.1093303,2,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.75,0.33333334,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0.25,0.75
"68","Rural","Badulla",3,2,7,1,1,280.1093303,3,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"69","Rural","Badulla",3,2,8,1,1,280.1093303,2,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,1,1,1,0,0.5,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1
"70","Rural","Badulla",3,2,9,1,1,280.1093303,3,0,"Permanent","Permanent","Permanent",1,2,0.66666669,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0.75,0.75
"71","Rural","Badulla",3,2,10,1,1,280.1093303,3,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.25,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0.25,0.75
"72","Rural","Badulla",3,3,1,1,1,271.6685357,3,0,"Permanent","Permanent","Permanent",0.60000002,1,1,0,0,0,1,0,0.25,0.33333334,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0.75
"73","Rural","Badulla",3,3,2,1,1,271.6685357,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0.75
"74","Rural","Badulla",3,3,3,1,1,271.6685357,2,0,"Permanent","Permanent","Permanent",1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0.5,0.75
"75","Rural","Badulla",3,3,4,1,1,271.6685357,1,0,"Permanent","Semi permanent","Permanent",0.40000001,2,0.66666669,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.75,0.75
"76","Rural","Badulla",3,3,5,1,1,271.6685357,2,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,1,0,0.5,0.33333334,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"77","Rural","Badulla",3,3,6,1,1,271.6685357,2,0,"Permanent","Permanent","Permanent",0.80000001,2,0.66666669,1,0,0,1,0,0.75,0.66666669,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"78","Rural","Badulla",3,3,7,1,1,271.6685357,1,0,"Permanent","Permanent","Permanent",0.80000001,1,1,0,1,0,1,1,0.75,0.66666669,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.25,0.5
"79","Rural","Badulla",3,3,8,1,1,271.6685357,3,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.25,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.5
"80","Rural","Badulla",3,3,9,1,1,271.6685357,1,0,"Semi permanent","Permanent","Permanent",0.60000002,4,0,0,0,0,1,0,0.5,0.33333334,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0.5,0.75
"81","Rural","Badulla",3,3,10,1,1,271.6685357,2,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.25,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"82","Rural","Badulla",3,4,1,1,1,274.6563822,2,0,"Permanent","Permanent","Permanent",0.40000001,1,1,0,0,0,1,0,0.25,0.33333334,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0.75
"83","Rural","Badulla",3,4,2,1,1,274.6563822,3,0,"Permanent","Permanent","Permanent",0.40000001,1,1,0,0,0,1,0,0.25,0.33333334,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0.75
"84","Rural","Badulla",3,4,3,1,1,274.6563822,1,0,"Permanent","Permanent","Permanent",0.40000001,1,1,0,0,1,1,0,0.5,0.33333334,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"85","Rural","Badulla",3,4,4,1,1,274.6563822,4,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.75,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0.5,0.75
"86","Rural","Badulla",3,4,5,1,1,274.6563822,1,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0.75,0.66666669,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"87","Rural","Badulla",3,4,6,1,1,274.6563822,2,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0.75,0.66666669,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0.25,0.75
"88","Rural","Badulla",3,4,7,1,1,274.6563822,1,0,"Permanent","Permanent","Permanent",0.40000001,1,1,0,0,0,1,0,0.25,0.33333334,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0.75
"89","Rural","Badulla",3,4,8,1,1,274.6563822,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.75,0.66666669,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0.25,0.75
"90","Rural","Badulla",3,4,9,1,1,274.6563822,1,0,"Permanent","Permanent","Permanent",0.80000001,1,1,0,0,0,1,0,0.75,0.66666669,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0.75,0.75
"91","Rural","Badulla",3,4,10,1,1,274.6563822,1,0,"Permanent","Permanent","Permanent",0.40000001,1,1,0,0,0,1,0,0.5,0.33333334,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0.75
"92","Rural","Badulla",3,5,1,1,1,284.2036703,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.25,0.66666669,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0.5,0.75
"93","Rural","Badulla",3,5,2,1,1,284.2036703,1,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,1,0,1,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.75,0.75
"94","Rural","Badulla",3,5,3,1,1,284.2036703,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0.25,0.75
"95","Rural","Badulla",3,5,4,1,1,284.2036703,2,0,"Permanent","Permanent","Permanent",0.40000001,2,0.66666669,0,0,1,1,0,0.75,0.66666669,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.5,0.75
"96","Rural","Badulla",3,5,5,1,1,284.2036703,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"97","Rural","Badulla",3,5,6,1,1,284.2036703,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"98","Rural","Badulla",3,5,7,1,1,284.2036703,2,0,"Permanent","Semi permanent","Permanent",0.40000001,2,0.66666669,0,0,1,1,0,1,0.33333334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75
"99","Rural","Badulla",3,5,8,1,1,284.2036703,2,1,"Permanent","Semi permanent","Permanent",0.80000001,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,1
"100","Rural","Badulla",3,5,9,1,1,284.2036703,1,0,"Permanent","Permanent","Permanent",0.60000002,4,0,0,0,0,1,0,0.5,0.66666669,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.25,0.75
"101","Rural","Badulla",3,5,10,1,1,284.2036703,2,0,"Permanent","Semi permanent","Permanent",0.40000001,3,0.33333334,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"102","Rural","Badulla",3,6,1,1,1,295.281919,2,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0.25,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0.25,0.75
"103","Rural","Badulla",3,6,2,1,1,295.281919,1,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.25,0.33333334,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0.25,0.75
"104","Rural","Badulla",3,6,3,1,1,295.281919,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,0,0,0.5,0.33333334,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.25,0.5
"105","Rural","Badulla",3,6,4,1,1,295.281919,2,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0.25,1
"106","Rural","Badulla",3,6,5,1,1,295.281919,1,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0.75,0,0,1,0,0.75,0.66666669,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.75,0.75
"107","Rural","Badulla",3,6,6,1,1,295.281919,1,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0.25,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0.5,0.75
"108","Rural","Badulla",3,6,7,1,1,295.281919,3,0,"Permanent","Permanent","Permanent",0.60000002,1,1,0,0,0,1,0,0.25,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0.75
"109","Rural","Badulla",3,6,8,1,1,295.281919,2,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.25,0.75
"110","Rural","Badulla",3,6,9,1,1,295.281919,2,0,"Permanent","Permanent","Permanent",0.60000002,1,1,0,0,0,1,0,0.5,0.33333334,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0.75
"111","Rural","Badulla",3,6,10,1,1,295.281919,2,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.75,0.66666669,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0.5,0.75
"112","Rural","Badulla",3,9,1,1,1,284.5513625,2,0,"Permanent","Permanent","Permanent",0.40000001,1,1,0,0,0,1,0,0.25,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"113","Rural","Badulla",3,9,2,1,1,284.5513625,2,0,"Permanent","Permanent","Permanent",0.80000001,1,1,0,0,0,1,0,0.5,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"114","Rural","Badulla",3,9,3,1,1,284.5513625,2,0,"Permanent","Permanent","Permanent",0.60000002,2,0.66666669,0,0,0,1,0,0.75,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0.5,0.75
"115","Rural","Badulla",3,9,4,1,1,284.5513625,1,0,"Permanent","Permanent","Permanent",0.60000002,1,1,0,0,0,1,1,0.75,0.66666669,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"116","Rural","Badulla",3,9,5,1,1,284.5513625,2,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,0,0.75,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"117","Rural","Badulla",3,9,6,1,1,284.5513625,1,0,"Permanent","Permanent","Permanent",0.60000002,3,0.33333334,0,0,0,1,0,0.5,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0.75,0.75
"118","Rural","Badulla",3,9,7,1,1,284.5513625,1,0,"Permanent","Permanent","Permanent",0.40000001,4,0,0,0,0,1,0,0.25,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.25,0.75
"119","Rural","Badulla",3,9,8,1,1,284.5513625,2,0,"Permanent","Permanent","Permanent",0.40000001,3,0.33333334,0,0,0,1,0,0.75,0.66666669,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.5,0.75
"120","Rural","Badulla",3,9,9,1,1,284.5513625,2,0,"Permanent","Permanent","Permanent",0,4,0,0,0,0,1,0,0.25,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0.25,0.75
"121","Rural","Badulla",3,9,10,1,1,284.5513625,2,0,"Permanent","Permanent","Permanent",0.2,4,0,0,0,0,1,1,0.25,0.33333334,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0.5,0.75
"122","Rural","Badulla",6,10,1,1,1,341.2389592,1,0,"Permanent","Permanent","Permanent",0.80000001,3,0.33333334,0,0,0,1,0,1,0.66666669,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0.75,0.75
